beer name,Brewery,Location,State,Style,,Table,Score,,rAvg,Bro Score,ABV,Ratings
Millstream Oktoberfest,Millstream Brewing Company,,,Oktoberfest/Märzen,,,64,90,,,5.4,73
Millstream Schild Brau Amber,Millstream Brewing Company,,,Vienna,,,62,94,,,4.9,195
Millstream Schokolade Bock,Millstream Brewing Company,,,Dunkler Bock,,,81,93,,,5.7,135
Millstream Triple Raspberry,Millstream Brewing Company,,,Fruit Beer,,,62,90,,,9.5,15
Millstream Windmill Wheat,Millstream Brewing Company,,,Wheat Ale,,,27,43,,,4.5,134
Mission Amber Ale,Mission Brewery,,,Altbier,,,58,60,,,5,59
Mission Blonde Ale,Mission Brewery,,,Kölsch,,,49,82,,,5,111
Mission Dark Seas Imperial Stout,Mission Brewery,,,Imperial Stout,,,99,81,,,9.8,130
Mission Hefeweizen,Mission Brewery,,,German Hefeweizen,,,41,46,,,5.3,71
Mission IPA,Mission Brewery,,,India Pale Ale (IPA),,,94,88,,,6.8,271
Mission Shipwrecked Double IPA,Mission Brewery,,,Imperial/Double IPA,,,93,50,,,9.25,244
Monocacy Riot Rye,Monocacy Brewing Company,,,Specialty Grain,,,NA,NA,,,0,6
Mother Road Gold Road Kölsch Style Ale,Mother Road Brewing Company,,,Kölsch,,,NA,NA,,,0,6
Mother Road Roadside American Ale,Mother Road Brewing Company,,,American Pale Ale,,,NA,NA,,,0,5
Mother Road Twin Arrows Brown Ale,Mother Road Brewing Company,,,Brown Ale,,,NA,NA,,,0,6
Moylans Chelsea Moylan’s Porter,Moylans Brewery & Restaurant,,,Porter,,,91,90,,,5,126
Moylans Dannys Irish Style Red Ale,Moylans Brewery & Restaurant,,,Irish Ale,,,49,66,,,6.5,274
Moylans Dragoons Dry Irish Stout,Moylans Brewery & Restaurant,,,Dry Stout,,,92,96,,,5,384
Moylans Gael-e-bration,Moylans Brewery & Restaurant,,,American Pale Ale,,,NA,NA,,,0,6
Moylans Hopsickle Imperial India Pale Ale,Moylans Brewery & Restaurant,,,Imperial/Double IPA,,,99,98,,,9.2,1116
Moylans Kilt Lifter Scotch Ale,Moylans Brewery & Restaurant,,,Scotch Ale,,,77,47,,,8,597
Moylans Moylander Double IPA,Moylans Brewery & Restaurant,,,Imperial/Double IPA,,,99,94,,,8.5,777
Moylans Nor Cal IPA,Moylans Brewery & Restaurant,,,India Pale Ale (IPA),,,94,90,,,6.5,180
Moylans Old Blarney Barley Wine,Moylans Brewery & Restaurant,,,Barley Wine,,,97,84,,,10,503
Moylans Orange & Black Congrats Ale!,Moylans Brewery & Restaurant,,,Fruit Beer,,,77,94,,,6,85
Moylans Ryan OSullivans Imperial Stout,Moylans Brewery & Restaurant,,,Imperial Stout,,,99,84,,,10,678
Moylans Tipperary Pale Ale,Moylans Brewery & Restaurant,,,American Pale Ale,,,88,89,,,5,318
"Moylans White Christmas Spiced Winter Lager (2008,2009)",Moylans Brewery & Restaurant,,,Spice/Herb/Vegetable,,,46,50,,,6,104
Narragansett Bock (Helles),Narragansett Brewing Company,,,Heller Bock,,,49,60,,,6.5,33
Narragansett Cream Ale,Narragansett Brewing Company,,,Cream Ale,,,43,79,,,5,37
Narragansett Fest Lager,Narragansett Brewing Company,,,Oktoberfest/Märzen,,,38,45,,,5.5,51
Narragansett Lager Beer,Narragansett Brewing Company,,,Pale Lager,,,13,85,,,5,238
Narragansett Light,Narragansett Brewing Company,,,Pale Lager,,,11,79,,,3.8,13
Narragansett Porter,Narragansett Brewing Company,,,Porter,,,59,37,,,7,78
Narragansett Summer Ale,Narragansett Brewing Company,,,American Pale Ale,,,47,35,,,4.2,64
Odin Freya’s Gold,Odin Brewing Company,,,Kölsch,,,47,77,,,4.5,36
Odin Gift Ruby Ale,Odin Brewing Company,,,Amber Ale,,,77,92,,,5.4,34
Odin Thor’s Equinox,Odin Brewing Company,,,Belgian Strong Ale,,,85,63,,,9,21
Pale Horse Hillbilly Blonde,Pale Horse Brewing Company,,,Golden Ale/Blond Ale,,,NA,NA,,,0,8
Pale Horse Hopyard Dog IPA,Pale Horse Brewing Company,,,India Pale Ale (IPA),,,66,35,,,7.2,42
Pale Horse Mystic Wolf Amber,Pale Horse Brewing Company,,,Amber Ale,,,NA,NA,,,6,7
Pale Horse Ravens Roost,Pale Horse Brewing Company,,,Imperial/Double IPA,,,NA,NA,,,0,2
Pale Horse Stout,Pale Horse Brewing Company,,,Dry Stout,,,67,48,,,4.4,10
Pale Horse Winter Seasonal,Pale Horse Brewing Company,,,Scotch Ale,,,NA,NA,,,9,3
Philadelphia Fleur de Lehigh,Philadelphia Brewing Company,,,Spice/Herb/Vegetable,,,34,39,,,4.2,71
Philadelphia Joe Coffee Porter,Philadelphia Brewing Company,,,Porter,,,84,73,,,5,101
Philadelphia Kenzinger,Philadelphia Brewing Company,,,Dortmunder/Helles,,,35,71,,,4.5,112
Philadelphia Kilty Pleasure,Philadelphia Brewing Company,,,Scotch Ale,,,77,47,,,8,37
Philadelphia Newbold IPA,Philadelphia Brewing Company,,,India Pale Ale (IPA),,,59,29,,,7,118
Philadelphia Pennsylvania Pale Ale,Philadelphia Brewing Company,,,American Pale Ale,,,44,30,,,5.25,39
Philadelphia Rowhouse Red,Philadelphia Brewing Company,,,Specialty Grain,,,45,42,,,5,74
Philadelphia Shackamaximum Stout,Philadelphia Brewing Company,,,Imperial Stout,,,96,50,,,10,67
Philadelphia Walt Wit,Philadelphia Brewing Company,,,Belgian White (Witbier),,,40,43,,,4,113
Philadelphia Winter Wunder,Philadelphia Brewing Company,,,Spice/Herb/Vegetable,,,44,48,,,6.5,30
Port City Downright Pilsner,Port City Brewing Company,,,Pilsener,,,70,96,,,4.8,28
Port City Essential Pale Ale,Port City Brewing Company,,,American Pale Ale,,,69,55,,,5.5,52
Port City Monumental IPA,Port City Brewing Company,,,India Pale Ale (IPA),,,54,25,,,6.3,73
Port City Optimal Wit,Port City Brewing Company,,,Belgian White (Witbier),,,65,81,,,5,53
Port City Porter,Port City Brewing Company,,,Porter,,,92,92,,,7.5,93
Rahr & Sons Blonde Lager,Rahr & Sons Brewing,,,Dortmunder/Helles,,,24,34,,,4.6,117
Rahr & Sons Rahrs Red,Rahr & Sons Brewing,,,Vienna,,,30,55,,,4.7,140
Rahr & Sons Stormcloud IPA,Rahr & Sons Brewing,,,India Pale Ale (IPA),,,35,6,,,6,115
Rahr & Sons Ugly Pug,Rahr & Sons Brewing,,,Schwarzbier,,,39,32,,,4.75,198
Red Lodge Bent Nail IPA,Red Lodge Ales,,,India Pale Ale (IPA),,,75,44,,,6.3,51
Red Lodge Broken Nail Double IPA,Red Lodge Ales,,,Imperial/Double IPA,,,74,19,,,8.5,9
Red Lodge Czech Mate Pilsner,Red Lodge Ales,,,Pilsener,,,39,81,,,5.5,9
Red Lodge Glacier Ale,Red Lodge Ales,,,Altbier,,,55,54,,,5.2,39
Red Lodge Hefeweizen,Red Lodge Ales,,,Wheat Ale,,,40,68,,,6,25
Red Lodge Octoberfest,Red Lodge Ales,,,Oktoberfest/Märzen,,,0,0,,,5.5,7
Renegade Ryeteous Rye IPA,Renegade Brewing Company,,,India Pale Ale (IPA),,,72,41,,,7,25
Rio Grande Desert Pils,Rio Grande Brewing Co. (Sierra Blanca Brewing),,,Classic German Pilsener,,,23,30,,,5.4,32
Rio Grande India Pale Ale,Rio Grande Brewing Co. (Sierra Blanca Brewing),,,India Pale Ale (IPA),,,45,13,,,5.8,36
Rio Grande Outlaw Lager,Rio Grande Brewing Co. (Sierra Blanca Brewing),,,California Common,,,15,1,,,5.2,53
Rio Grande Pancho Verde Chile Cerveza,Rio Grande Brewing Co. (Sierra Blanca Brewing),,,Spice/Herb/Vegetable,,,12,12,,,4.67,84
Rivertown Blueberry Lager,Rivertown Brewing,,,Fruit Beer,,,25,48,,,5.3,27
Rivertown Bock,Rivertown Brewing,,,Dunkler Bock,,,45,46,,,7.2,20
Rivertown Dunkel,Rivertown Brewing,,,Dunkel,,,53,85,,,5.8,43
Rivertown Helles Lager,Rivertown Brewing,,,Dortmunder/Helles,,,44,89,,,5.3,58
Rivertown Hop Baron Doubledown IPA,Rivertown Brewing,,,Imperial/Double IPA,,,88,40,,,8.5,59
Rivertown Hop Bomber Pale Ale,Rivertown Brewing,,,American Pale Ale,,,65,49,,,5.5,102
Rivertown Jenneke,Rivertown Brewing,,,Belgian White (Witbier),,,39,42,,,6.1,12
Rivertown Lambic,Rivertown Brewing,,,Lambic - Unblended,,,96,84,,,6.3,106
Rivertown Ojos Negros,Rivertown Brewing,,,Lambic - Fruit,,,95,68,,,6.5,32
Rivertown Oktoberfest,Rivertown Brewing,,,Oktoberfest/Märzen,,,45,62,,,6.7,13
Rivertown Old Sour Cherry Porter,Rivertown Brewing,,,Sour Ale/Wild Ale,,,74,23,,,9,14
Rivertown Pumpkin Ale,Rivertown Brewing,,,Spice/Herb/Vegetable,,,75,84,,,5,41
Rivertown Roebling Porter,Rivertown Brewing,,,Imperial/Strong Porter,,,78,17,,,7.8,57
Rivertown Unit 6 American Hefeweizen,Rivertown Brewing,,,Wheat Ale,,,33,53,,,5.5,24
Rivertown Ville De Rivere Geuze,Rivertown Brewing,,,Lambic - Gueuze,,,92,34,,,6.4,29
Rivertown Winter Ale,Rivertown Brewing,,,Spice/Herb/Vegetable,,,46,50,,,0,41
Rivertown Wit,Rivertown Brewing,,,Belgian White (Witbier),,,37,39,,,5.1,40
Santa Fe Black IPA,Santa Fe Brewing Company,,,Black IPA,,,81,35,,,7.1,29
Santa Fe Chicken Killer Barley Wine,Santa Fe Brewing Company,,,Barley Wine,,,91,51,,,10,328
Santa Fe Freestyle Pilsner,Santa Fe Brewing Company,,,Pilsener,,,62,94,,,5.5,34
Santa Fe Happy Camper IPA,Santa Fe Brewing Company,,,India Pale Ale (IPA),,,89,74,,,6.6,160
Santa Fe Imperial Java Stout,Santa Fe Brewing Company,,,Imperial Stout,,,98,70,,,8,168
Santa Fe Kickin Chicken,Santa Fe Brewing Company,,,Barley Wine,,,89,48,,,12,62
Santa Fe Nut Brown Ale,Santa Fe Brewing Company,,,Brown Ale,,,42,36,,,5.2,196
Santa Fe Oktoberfest,Santa Fe Brewing Company,,,Oktoberfest/Märzen,,,49,78,,,6,36
Santa Fe State Pen Porter,Santa Fe Brewing Company,,,Porter,,,92,90,,,6.4,216
Sierra Blanca Alien Wheat,Sierra Blanca Brewing Co,,,Belgian White (Witbier),,,26,22,,,5,15
Sierra Blanca Imperial Stout,Sierra Blanca Brewing Co,,,Imperial Stout,,,61,6,,,7.2,15
Sierra Blanca Nut Brown Beer,Sierra Blanca Brewing Co,,,Brown Ale,,,59,62,,,5,67
Sierra Blanca Pale Ale,Sierra Blanca Brewing Co,,,American Pale Ale,,,39,22,,,6,41
Sierra Blanca Roswell Alien Amber Ale,Sierra Blanca Brewing Co,,,Amber Ale,,,21,14,,,5.2,148
Six Rivers Bluff Creek Pale Ale,Six Rivers Brewery,,,American Pale Ale,,,30,11,,,5.5,28
Six Rivers Chili Pepper Spicy Ale,Six Rivers Brewery,,,Spice/Herb/Vegetable,,,31,36,,,6,47
Six Rivers IPA,Six Rivers Brewery,,,India Pale Ale (IPA),,,77,45,,,7.2,67
Six Rivers Moonstone Porter,Six Rivers Brewery,,,Porter,,,63,40,,,6,47
Six Rivers Paradise Moon Coffee Porter,Six Rivers Brewery,,,Porter,,,81,65,,,6,63
Straight To Ale Monkeynaut IPA,Straight To Ale,,,India Pale Ale (IPA),,,91,80,,,7.25,41
Strike Blonde Ale,Strike Brewing Company,,,Golden Ale/Blond Ale,,,NA,NA,,,0,2
Strike Brown Ae,Strike Brewing Company,,,Brown Ale,,,NA,NA,,,0,2
Strike Imperial Red,Strike Brewing Company,,,Amber Ale,,,NA,NA,,,0,4
Strike IPA,Strike Brewing Company,,,India Pale Ale (IPA),,,NA,NA,,,0,5
Strike Wit,Strike Brewing Company,,,Belgian White (Witbier),,,NA,NA,,,0,1
Telluride Bridal Veil Rye Pale Ale,Telluride Brewing Company,,,Specialty Grain,,,NA,NA,,,5.5,8
Terrapin Georgia Theatre Session: Double Feature,Terrapin Beer Company,,,Abbey Dubbel,,,52,35,,,7.7,69
Terrapin Hopsecutioner India Pale Ale,Terrapin Beer Company,,,India Pale Ale (IPA),,,96,95,,,7.3,586
Terrapin Rye Pale Ale,Terrapin Beer Company,,,American Pale Ale,,,92,94,,,5.3,919
Terrapin Side Project Phlux Capacitor,Terrapin Beer Company,,,American Strong Ale,,,93,64,,,9.8,104
Thunderhead Cornstalker Dark Wheat,Thunderhead Brewing Company,,,Wheat Ale,,,48,84,,,5.2,27
Thunderhead Golden Fraü,Thunderhead Brewing Company,,,Wheat Ale,,,31,48,,,7.5,28
Twisted Pine Big Shot Espresso Stout,Twisted Pine Brewing,,,Sweet Stout,,,95,93,,,6,169
Twisted Pine Billy’s Chilies,Twisted Pine Brewing,,,Spice/Herb/Vegetable,,,30,34,,,5.1,130
Twisted Pine Ghost Face Killah,Twisted Pine Brewing,,,Spice/Herb/Vegetable,,,14,15,,,4.5,175
Twisted Pine Hoppy Boy IPA,Twisted Pine Brewing,,,India Pale Ale (IPA),,,50,21,,,6.2,210
Twisted Pine Raspberry Wheat Ale,Twisted Pine Brewing,,,Fruit Beer,,,25,48,,,5.1,80
Upslope Brown Ale,Upslope Brewing Company,,,Brown Ale,,,87,93,,,6.7,38
Upslope Christmas Ale,Upslope Brewing Company,,,Spice/Herb/Vegetable,,,41,45,,,8.2,13
Upslope Craft Lager,Upslope Brewing Company,,,Premium Lager,,,26,63,,,4.8,22
Upslope India Pale Ale,Upslope Brewing Company,,,India Pale Ale (IPA),,,50,21,,,7.2,94
Upslope Pale Ale,Upslope Brewing Company,,,American Pale Ale,,,40,24,,,5.8,53
Voodoo 4 Seasons IPA,Voodoo Brewing Co.,,,India Pale Ale (IPA),,,78,46,,,0,109
Voodoo Big Black Voodoo Daddy,Voodoo Brewing Co.,,,Imperial Stout,,,99,85,,,12,241
Voodoo Gran Met,Voodoo Brewing Co.,,,Belgian Strong Ale,,,55,31,,,9.5,98
Voodoo Love Child,Voodoo Brewing Co.,,,Fruit Beer,,,69,92,,,9.5,147
Voodoo White Magick of the Sun,Voodoo Brewing Co.,,,Belgian White (Witbier),,,62,78,,,6,104
Voodoo Wynonas Big Brown Ale,Voodoo Brewing Co.,,,Brown Ale,,,91,96,,,7.2,126
